brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination
"Vietravel Airlines, Vietnam Airlines",2034420,18:55,,,08:40,13h 45m,DAD,VCL
"Bamboo Airways, Vietnam Airlines",2063168,18:20,,,08:40,14h 20m,DAD,VCL
Vietnam Airlines,2120395,22:55,,,08:40,9h 45m,DAD,VCL
"Vietravel Airlines, Vietnam Airlines",2235390,08:30,,,08:40,24h 10m,DAD,VCL
"VietJet Air, Vietnam Airlines",2298027,22:40,,,08:40,10h 0m,DAD,VCL
Vietnam Airlines,2373125,18:05,,,08:40,14h 35m,DAD,VCL
Vietnam Airlines,2373125,17:30,,,08:40,15h 10m,DAD,VCL
