RestaurantID,Restaurant Name,Address,Time,Price
307,Ốc Bé Bơ - Ốc - 543 Tôn Đức Thắng,"543 Tôn Đức Thắng, P. Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",00:00 - 02:00 | 15:00 - 23:59,0 - 0
308,"Hẻm Nhỏ - Chân Gà Rút Xương Sốt Thái, Cá Viên Chiên Mắm & Nem Chua Rán","27 Hà Đông 1, P. Xuân Hà, Quận Thanh Khê, Đà Nẵng",00:00 - 23:59,15.000 - 50.000
309,,,,
310,ZIN ZIN - Cà Phê & Tea - Thái Thị Bôi,"70 Thái Thị Bôi, P. Chính Gián, Quận Thanh Khê, Đà Nẵng",07:00 - 21:50,0 - 0
311,Chè Thái Na Na,"K183/5 Hoàng Diệu, P. Nam Dương, Quận Hải Châu, Đà Nẵng",08:00 - 22:45,10.000 - 35.000
312,,,,
313,"Pizza Sister’s - Pizza, Mỳ Ý & Burger - Hà Thị Thân","H11/32 Kiệt 20 Hà Thị Thân, P. An Hải Tây, Quận Sơn Trà, Đà Nẵng",05:00 - 23:59,55.000 - 150.000
314,"Cá Viên Chiên Mắm, Lẩu Ly & Trà Sữa - Cá Mập Con - Âu Cơ","34/56 Âu Cơ, Quận Liên Chiểu, Đà Nẵng",10:00 - 23:59,0 - 0
315,Cháo Dinh Dưỡng & Súp Cô Nhỏ - Yên Thế,"81 Yên Thế, P. Hòa An, Quận Cẩm Lệ, Đà Nẵng",06:00 - 20:00,15.000 - 30.000
316,Trà Sữa Coffit - Trà Sữa Sài Gòn,"21 Lê Trọng Tấn, P. Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",06:30 - 23:15,15.000 - 29.000
317,Ốc Xinh Sài Gòn,"226 Lê Thanh Nghị, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",14:10 - 22:55,45.000 - 45.000
318,Bún Bò Dì Hồng,"135 Nguyễn Công Trứ, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",00:00 - 23:59,20.000 - 30.000
319,,,,
320,Bún Đậu Phố Cổ - Đặng Dung,"53 Đặng Dung, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",08:31 - 23:59,0 - 0
321,EZI Coffee & Tea - Đống Đa,"388 Đống Đa, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",07:00 - 22:30,12.000 - 39.000
322,,,,
323,Bánh Tráng Tắc Ớt,"63 Đặng Thai Mai, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",00:00 - 23:59,10.000 - 40.000
324,,,,
325,Vin Tea - Cafe Muối & Trà Sữa - Điện Biên Phủ,"330 Điện Biên Phủ, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",07:00 - 22:15,0 - 0
326,,,,
327,Bún Chả Cá Tam Giác - Dũng Sĩ Thanh Khê,"110 Dũng Sĩ Thanh Khê, P. Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",06:00 - 13:00 | 16:14 - 23:00,13.000 - 13.000
328,,"96 Phan Châu Trinh, Quận Hải Châu, Đà Nẵng",08:00 - 23:00,30.000 - 55.000
329,Trà Sữa Money - Lê Thanh Nghị,"265 Lê Thanh Nghị, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",07:00 - 22:30,7.000 - 65.000
330,Phê La - Trà & Cà Phê Đặc Sản - Nguyễn Văn Linh,"35/37/39/41 Nguyễn Văn Linh, P. Nam Dương, Quận Hải Châu, Đà Nẵng",08:00 - 22:25,38.000 - 50.000
331,Mỳ Cay Gangwon - 104 Hoàng Thị Loan,"104 Hoàng Thị Loan, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",09:00 - 23:00,0 - 0
332,Seoul - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Thị Minh Khai,"40 Nguyễn Thị Minh Khai, P. Thạch Thang, Quận Hải Châu, Đà Nẵng",08:30 - 22:00,0 - 0
333,Bánh Tráng Thịt Heo Hương Đại Lộc,"625 Tôn Đức Thắng, P. Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",10:00 - 21:00,35.000 - 50.000
334,,,,
335,Ú Milk Tea - Trà Sữa Trân Châu Phô Mai Nhà Làm - Hoàng Diệu,"340 Hoàng Diệu, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",09:00 - 23:50,0 - 0
336,,,,
337,"Gà Rán, Pizza & Mỳ Ý TUS Street Food - Âu Cơ","108B Âu Cơ, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",11:00 - 22:00,15.000 - 45.000
338,Bánh Canh Cá Nục Nhi 2 - 01 Âu Cơ,"1 Âu Cơ, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",06:00 - 23:45,4.000 - 45.000
339,Gà Nướng Mắm Nhĩ Phú Quý - Lê Thanh Nghị,"80 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",09:30 - 22:00,0 - 0
340,Chè Xuân Trang - Lê Duẩn,"31 Lê Duẩn, Quận Hải Châu, Đà Nẵng",09:00 - 23:00,10.000 - 33.000
341,Ông Phú Đạt - Bánh Mì Heo Nướng Lu - Nguyễn Duy Hiệu,"128 Nguyễn Duy Hiệu, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",05:42 - 18:22,0 - 0
342,Trình Cà Phê - Phạm Hồng Thái,"25 Phạm Hồng Thái, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",06:30 - 23:59,15.000 - 35.000
343,Phố Ốc - Hải Sản Tươi Sống,"100 Lê Đình Lý, P. Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",00:00 - 01:00 | 15:00 - 23:59,45.000 - 100.000
344,Cháo Ếch Singapore - Ông Nhí - 221 Lê Thanh Nghị,"221 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,0 - 0
345,,"183 Nguyễn Hữu Thọ, P. Hoà Thuận Tây, Quận Hải Châu, Đà Nẵng",09:30 - 22:30,70.000 - 200.000
346,Trang Coffee - Cà Phê Muối,"69 An Hải Đông 1, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",06:00 - 20:00,10.000 - 30.000
347,Trà Sữa Ông Trùm - Thế Lữ,"52 Thế Lữ, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",15:20 - 22:30,20.000 - 50.000
348,Tôn Nữ Quán - Cơm Gia Đình - Ẩm Thực Xứ Huế,"383/9 Hải Phòng, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",09:30 - 20:30,20.000 - 100.000
349,Cơm Gà Hội An - Châu Thị Vĩnh Tế,"198 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",07:00 - 21:00,35.000 - 50.000
350,Chân Gà Nướng Hai Còi - 91 Nguyễn Văn Thoại,"91 Nguyễn Văn Thoại, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",00:00 - 23:59,20.000 - 50.000
351,Bánh Canh Cá Lóc Yến - Nguyễn Hoàng,"253 Nguyễn Hoàng, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",06:30 - 22:00,15.000 - 20.000
352,"Bo Tea - Trà Trái Cây, Cà Phê & Nước Ép - 74B Phan Thanh","74B Phan Thanh, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",08:00 - 22:30,0 - 0
353,Sushi Totoro - Sushi Của Người Việt - Shop online,"51 Châu Thị Vĩnh Tế, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",09:30 - 13:30 | 16:15 - 21:30,39.000 - 175.000
354,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Trần Hưng Đạo","515 Trần Hưng Đạo, Quận Sơn Trà, Đà Nẵng",16:00 - 21:30,33.000 - 295.000
355,,,,0 - 0
356,Khải Đăng - Bánh Cuốn Tây Sơn Bình Định 5,"15 Thanh Long, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",08:00 - 21:15,0 - 0
357,Quán Xưa - Bún Đậu Mắm Tôm,"5 Thanh Khê 6, P. Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",10:00 - 21:40,30.000 - 100.000
358,Nem Nướng Nha Trang - Còng,"164 Ỷ Lan Nguyên Phi, Quận Hải Châu, Đà Nẵng",08:30 - 21:45,0 - 0
359,,,,
360,,,,
361,Cơm Gà Nam Chợ Mới - Hoàng Diệu,"589 Hoàng Diệu, P. Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",07:00 - 21:30,15.000 - 45.000
362,Chân Gà Cay Đà Nẵng - Núi Thành,"218 Núi Thành, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,3.000 - 75.000
363,Bánh Xèo Bà Dưỡng,"K280/23 Hoàng Diệu, Quận Hải Châu, Đà Nẵng",09:30 - 21:20,20.000 - 55.000
364,Bánh Mì Yến - Ông Ích Khiêm,"618 Ông Ích Khiêm, P.Nam Dương, Quận Hải Châu, Đà Nẵng",06:00 - 10:30 | 15:00 - 22:30,0 - 0
365,"Bánh Cá, Ăn Vặt & Trà Sữa Sóc Nâu - Hoàng Diệu","467 Hoàng Diệu, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",14:45 - 22:00,5.000 - 10.000
366,,,,
367,,,,
368,"Cơm Ngon Thảo My - Cơm Gà, Cơm Sườn & Cơm Cá","50 Tôn Đức Thắng, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",10:29 - 21:00,22.000 - 25.000
369,,"31 - 33 - 35 Ngô Văn Sở, Quận Liên Chiểu, Đà Nẵng",09:00 - 21:00,15.000 - 33.000
370,Tứ Hải Quán - Cơm Gà & Cơm Sườn,"85 Đường 2 Tháng 9, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,7.000 - 20.000
371,Cơm Tấm Ngon - 85 Hà Huy Tập,"85 Hà Huy Tập, P. Hòa khê, Quận Thanh Khê, Đà Nẵng",09:00 - 20:30,25.000 - 30.000
372,"Bún Đậu 1996 - Bún Đậu, Mỳ Cay & Trà Sữa","358 Trần Đại Nghĩa, P. Hoa Hai, Quận Ngũ Hành Sơn, Đà Nẵng",10:21 - 13:00 | 15:00 - 21:30,0 - 0
373,Cơm Gà Gia Vĩnh - Lê Thanh Nghị,"153 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",09:30 - 21:25,50.000 - 100.000
374,Ăn Vặt Thùy Dương,"276 Thái Thị Bôi, P. Chính Gián, Quận Thanh Khê, Đà Nẵng",15:00 - 23:00,5.000 - 15.000
375,Hồng Nguyệt - Bún Thịt Nướng - Hoàng Diệu,"178/10 Hoàng Diệu, P. Hải Châu 2, Quận Hải Châu, Đà Nẵng",09:00 - 22:30,20.000 - 30.000
376,Gỏi Sứa Ku Ken - Trưng Nữ Vương,"240 Trưng Nữ Vương, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",11:00 - 23:00,29.000 - 69.000
377,Bún Đậu Mắm Tôm - Nhà Tấm 5,"22 Lê Thị Tính, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",09:30 - 22:55,0 - 0
378,,,,
379,,,,
380,,,,
381,,,,
382,,,,
383,,,,
384,,,,
385,,,,
386,MaYaCa Cà Phê - Nguyễn Duy Hiệu,"146 Nguyễn Duy Hiệu, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",06:00 - 21:30,15.000 - 30.000
387,,,,
388,,,,
389,Cơm Gà Ngũ Vị - Lê Đình Dương,"142 Lê Đình Dương, P. Hải Châu 2, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,30.000 - 50.000
390,,,,
391,Bếp Quê 4 - Bún Đậu Mắm Tôm,"24 Lê Thị Tính, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",09:30 - 22:55,0 - 0
392,Bánh Gà Thần Thánh Cô Phương - Hoàng Diệu,"K356-H45/14 Hoàng Diệu, P. Bình Thuận, Quận Hải Châu, Đà Nẵng",00:00 - 03:00 | 14:00 - 23:59,5.000 - 80.000
393,,,,
394,,,,
395,,"06 An Thượng 18, P. Bắc Mỹ Phú, Quận Ngũ Hành Sơn, Đà Nẵng",10:00 - 22:00,15.000 - 200.000
396,"Ánh Ly - Cà Phê, Nước Ép & Ăn Vặt - 25 Hoà Minh 15","25 Hoà Minh 15, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",06:30 - 21:00,0 - 0
397,,,,
398,Hoa Nô Café - Giải Khát Và Ăn Vặt - Tôn Đức Thắng,"846 Tôn Đức Thắng, Quận Liên Chiểu, Đà Nẵng",06:30 - 22:30,0 - 0
399,,,,
400,Taste Pizza & Burger - Lê Trọng Tấn,"K67/31 Lê Trọng Tấn, P. Hoà Phát, Quận Cẩm Lệ, Đà Nẵng",00:00 - 23:59,17.000 - 119.000
401,Đá Tan Coffee & Matcha,"136/29/1 Trần Cao Vân (Đi Thẳng Vào Kiệt sẽ Thấy Quán), Quận Thanh Khê, Đà Nẵng",,0 - 0
402,Lizzy MilkTea,"91 Phan Châu Trinh, P. Hải Châu I, Quận Hải Châu, Đà Nẵng",07:00 - 22:00,0 - 0
403,,,,
404,Trà Sữa EO VI,"1 Mỹ Khê 8, P. Phước Mỹ, Quận Sơn Trà, Đà Nẵng",07:00 - 19:00,0 - 0
405,Bò Sữa MK - Sữa Tươi Trân Châu Đường Đen - Mai Am,"117 Mai Am, P. Thuận Phước, Quận Hải Châu, Đà Nẵng",09:00 - 12:00 | 13:00 - 23:59,0 - 0
406,Mai Cafe - Coffee And Tea,"89 Huỳnh Tấn Phát, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",06:15 - 21:45,0 - 0
407,Burrito Nhà H.O - Điện Biên Phủ,"534 Điện Biên Phủ, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",10:20 - 23:30,0 - 0
408,Trà Sữa Tocotoco - 152 Châu Thị Vĩnh Tế,"152 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",09:00 - 22:30,0 - 0
409,Tiệm Nhà T - Cà Phê Muối & Trà Sữa - Trần Cao Vân,"435/85 Trần Cao Vân, P. Xuân Hà, Quận Thanh Khê, Đà Nẵng",06:30 - 23:59,5.000 - 45.000
410,DAISY FOOD - BÁNH TRÁNG TẮC ỚT,"19 An Hải 17, P. Mân Thái, Quận Sơn Trà, Đà Nẵng",08:00 - 23:00,0 - 0
411,Gà Rán & Burger McDonald’s Nguyễn Văn Linh,"Số 5 Nguyễn Văn Linh, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,0 - 0
412,,,,
413,,,,
414,,,,
415,,"223 Đống Đa, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",09:00 - 21:15,12.000 - 35.000
416,Lạp Xưởng Nướng Đá - Quán 36,"36 Dũng Sĩ Thanh Khê, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",00:00 - 02:59 | 10:00 - 23:59,0 - 0
417,Mote Pizza,"146 Lê Lợi, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",10:00 - 21:45,16.000 - 75.000
418,CuBa - Food & Drink,"10 Đồng Kè, P. Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",06:30 - 23:59,10.000 - 30.000
419,Xuxi Drink - Nước Ép & Trái Cây Cắt Sẵn,"37 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",08:15 - 20:45,0 - 0
420,3TeTe - Cà Phê Muối - Nguyễn Súy,"47 Nguyễn Súy, P. Hòa Thuận Nam, Quận Hải Châu, Đà Nẵng",06:15 - 22:59,0 - 0
421,"Salus - Nước Dừa Bơ, Trà & Cafe - 5 Ninh Tốn","5 Ninh Tốn, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",07:15 - 22:00,0 - 0
422,Trà Sữa Ông Thọ - Lê Đình Lý,"105 Lê Đình Lý, P. Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",08:00 - 22:50,10.000 - 25.000
423,Bún Đậu Mắm Tôm Phất Lộc 4 - Nam Cao,"52 Nam Cao, P. Hoà Khánh Nam, Quận Liên Chiểu, Đà Nẵng",09:30 - 22:00,5.000 - 135.000
424,Trà Sữa Gia Hỷ - Núi Thành,"509 Núi Thành, P. Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",09:00 - 22:00,0 - 0
425,Bubble Tea - Đồ Ăn Hàn Quốc - 120/2A Lý Thái Tổ,"120/2A Lý Thái Tổ, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",09:29 - 23:59,15.000 - 30.000
426,MeeCha - Mê Trà - Lê Duẩn,"198 Lê Duẩn, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",07:59 - 23:45,0 - 0
427,Gà Rán Popeyes - Lê Duẩn,"86 Lê Duẩn, P. Thạch Thang, Quận Hải Châu, Đà Nẵng",10:00 - 22:25,15.000 - 250.000
428,Cheese Coffee - Trần Phú Đà Nẵng,"226-228 Trần Phú, P. Phước Ninh, Quận Hải Châu, Đà Nẵng",07:00 - 22:00,0 - 0
429,Texas Chicken - Indochina Mall,"Gian Hàng Số G7 - G8 - G9, Tầng Trệt Riverside Mall, Số 74 Bạch Đằng, P. Hải Châu I, Quận Hải Châu, Đà Nẵng",10:00 - 21:30,0 - 0
430,Trà Sữa Maycha - 436 Điện Biên Phủ,"436 Điện Biên Phủ, P. Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",09:00 - 21:00,0 - 0
431,Gà Rán & Burger Lotteria - Sơn Trà Coopmart,"Tầng 1, Co.op Mart Sơn Trà (Ngã Tư Trần Nhân Tông - Bình Than), P. Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",08:00 - 21:30,18.000 - 310.000
432,,,,
433,NiTo House - Quán Ăn Hàn Quốc - Núi Thành,"541/12 Núi Thành, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",10:30 - 22:00,10.000 - 300.000
434,Chân Gà Sả Tắc Hiền Nguyễn - Tô Hiệu,"172/31 Tô Hiệu, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",00:00 - 02:30 | 06:00 - 23:59,55.000 - 60.000
435,Bánh Canh Ghẹ Quận Nhất - Cơ Sở 2 - Đường 2/9,"B13 Đường 2 Tháng 9, P. Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",07:00 - 21:20,0 - 0
436,Camry Quán - Mì Cay & Ăn Vặt - Trần Đại Nghĩa,"304 Trần Đại Nghĩa, P. Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",10:00 - 23:59,0 - 0
437,Bún Đậu 68 - 41 Cách Mạng Tháng Tám,"41 Cách Mạng Tháng Tám, P. Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",10:00 - 22:20,12.000 - 80.000
438,,,,
439,Thai Market Restaurant - 183 Nguyễn Văn Thoại,"183 Nguyễn Văn Thoại, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",10:00 - 21:30,35.000 - 170.000
440,SAN Korean Food - Món Ăn Hàn Quốc - 104 Châu Thị Vĩnh Tế,"104 Châu Thị Vĩnh Tế, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",09:30 - 22:30,0 - 0
441,Bún Đậu Mắm Tôm - Bếp Tiên,"278 Tô Hiến Thành, Quận Sơn Trà, Đà Nẵng",09:30 - 22:50,25.000 - 40.000
442,NiTo House - Quán Ăn Hàn Quốc - An Thượng,"19 An Thượng 5, P. Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",11:00 - 20:00,10.000 - 300.000
443,Duyên - Cơm Gà Xối Mỡ - Núi Thành,"544 Núi Thành, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",09:51 - 21:00,25.000 - 45.000
444,"Dâu - Súp Thập Cẩm, Bánh Canh Cua Sài Gòn","K09/16 Lạc Long Quân, P. Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",00:00 - 23:59,20.000 - 50.000
445,IVO Deli Pizza & Burger - K10/9 Hoàng Văn Thụ,"K10/9 Hoàng Văn Thụ, Quận Hải Châu, Đà Nẵng",07:30 - 20:00,39.000 - 209.000
446,,,,
447,,,,
448,,,,
449,,,,
450,Cơm Tấm Bà Cám & Trà Tắc,"241/12 Nguyễn Phước Nguyên, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",10:02 - 23:00,25.000 - 40.000
451,Mori Sushi & Thai Food - 287 Nguyễn Chí Thanh,"287 Nguyễn Chí Thanh, P. Phước Ninh, Quận Hải Châu, Đà Nẵng",09:30 - 21:30,0 - 0
452,Bánh Mì & Bánh Bao Ba Hưng Bakery - 16 Phan Đăng Lưu,"16 Phan Đăng Lưu, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",05:00 - 22:30,3.000 - 300.000
453,Tiệm Ăn Chợ Lớn - Nguyễn Trung Trực,"111 Nguyễn Trung Trực, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",09:00 - 22:00,25.000 - 110.000
454,The Pizza Company - 1 Nguyễn Văn Linh,"1 Nguyễn Văn Linh, P. Bình Hiên, Quận Hải Châu, Đà Nẵng",09:30 - 22:15,22.000 - 669.000
455,Cháo Dinh Dưỡng Và Súp Tú Quỳnh 2,"161 Văn Tiến Dũng, P. Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",06:00 - 12:10 | 14:25 - 19:25,10.000 - 15.000
456,Ốc Bé Bơ - Ốc - 543 Tôn Đức Thắng,"543 Tôn Đức Thắng, P. Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",00:00 - 02:00 | 15:00 - 23:59,0 - 0
457,,,,
458,Bếp Nhà Kem - Gỏi Cá Trích Bùi Huỳnh Như - 376 Cù Chính Lan,"376 Cù Chính Lan, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",00:00 - 23:59,0 - 0
459,ZIN ZIN - Cà Phê & Tea - Thái Thị Bôi,"70 Thái Thị Bôi, P. Chính Gián, Quận Thanh Khê, Đà Nẵng",07:00 - 21:50,0 - 0
460,Chè Thái Na Na,"K183/5 Hoàng Diệu, P. Nam Dương, Quận Hải Châu, Đà Nẵng",08:00 - 22:45,10.000 - 35.000
461,Mẹt Quán - Bún Đậu Mắm Tôm & Bún Chả Hà Nội,"81 Tố Hữu, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",09:30 - 21:35,10.000 - 100.000
462,"Pizza Sister’s - Pizza, Mỳ Ý & Burger - Hà Thị Thân","H11/32 Kiệt 20 Hà Thị Thân, P. An Hải Tây, Quận Sơn Trà, Đà Nẵng",05:00 - 23:59,55.000 - 150.000
463,"Cá Viên Chiên Mắm, Lẩu Ly & Trà Sữa - Cá Mập Con - Âu Cơ","34/56 Âu Cơ, Quận Liên Chiểu, Đà Nẵng",10:00 - 23:59,0 - 0
464,Cháo Dinh Dưỡng & Súp Cô Nhỏ - Yên Thế,"81 Yên Thế, P. Hòa An, Quận Cẩm Lệ, Đà Nẵng",06:00 - 20:00,15.000 - 30.000
465,Trà Sữa Coffit - Trà Sữa Sài Gòn,"21 Lê Trọng Tấn, P. Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",06:30 - 23:15,15.000 - 29.000
466,Ốc Xinh Sài Gòn,"226 Lê Thanh Nghị, P. Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",14:10 - 22:55,45.000 - 45.000
467,Bún Bò Dì Hồng,"135 Nguyễn Công Trứ, P. An Hải Bắc, Quận Sơn Trà, Đà Nẵng",00:00 - 23:59,20.000 - 30.000
468,,,,
469,EZI Coffee & Tea - Đống Đa,"388 Đống Đa, P. Thanh Bình, Quận Hải Châu, Đà Nẵng",07:00 - 22:30,12.000 - 39.000
470,Cô Mỹ - Bánh Căn & Bún Mắm - Hải Phòng,"K377/42 Hải Phòng, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",07:30 - 21:10,0 - 0
471,Bánh Tráng Tắc Ớt,"63 Đặng Thai Mai, P. Thạc Gián, Quận Thanh Khê, Đà Nẵng",00:00 - 23:59,10.000 - 40.000
472,Quán Chay Thảo Ngọc,"469 Hải Phòng, P. Chính Gián, Quận Thanh Khê, Đà Nẵng",06:30 - 14:00 | 16:00 - 20:30,20.000 - 20.000
473,Vin Tea - Cafe Muối & Trà Sữa - Điện Biên Phủ,"330 Điện Biên Phủ, P. Hòa Khê, Quận Thanh Khê, Đà Nẵng",07:00 - 22:15,0 - 0
474,Bếp Mẹ Bơ - Bánh Bò & Bánh Da Lợn Miền Tây,"387 Hải Phòng, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",07:35 - 19:16,0 - 0
475,Bún Chả Cá Tam Giác - Ngô Văn Sở,"88 Ngô Văn Sở, P. Hoà Khánh Nam, Quận Liên Chiểu, Đà Nẵng",06:30 - 12:15 | 16:10 - 22:45,0 - 0
476,Cơm Gà A Hải - Phan Châu Trinh,"96 Phan Châu Trinh, Quận Hải Châu, Đà Nẵng",08:00 - 23:00,30.000 - 55.000
477,Trà Sữa Money - Lê Thanh Nghị,"265 Lê Thanh Nghị, P. Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",07:00 - 22:30,7.000 - 65.000
478,Phê La - Trà & Cà Phê Đặc Sản - Nguyễn Văn Linh,"35/37/39/41 Nguyễn Văn Linh, P. Nam Dương, Quận Hải Châu, Đà Nẵng",08:00 - 22:25,38.000 - 50.000
479,Mỳ Cay Gangwon - 104 Hoàng Thị Loan,"104 Hoàng Thị Loan, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",09:00 - 23:00,0 - 0
480,,,,
481,Bánh Tráng Thịt Heo Hương Đại Lộc,"625 Tôn Đức Thắng, P. Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",10:00 - 21:00,35.000 - 50.000
482,Tr Mai Quán - Bún Đậu Mắm Tôm - Nguyễn Lương Bằng,"90 Nguyễn Lương Bằng, P. Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",00:00 - 02:00 | 09:00 - 23:59,10.000 - 100.000
483,,,,
484,Chân Gà Nướng Hai Còi - Ngô Thì Nhậm,"19 Ngô Thì Nhậm, P. Hoà Khánh Nam, Quận Liên Chiểu, Đà Nẵng",00:00 - 00:15 | 14:30 - 23:59,10.000 - 65.000
485,,,,
486,Bánh Canh Cá Nục Nhi 2 - 01 Âu Cơ,"1 Âu Cơ, P. Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",06:00 - 23:45,4.000 - 45.000
487,Gà Nướng Mắm Nhĩ Phú Quý - Lê Thanh Nghị,"80 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",09:30 - 22:00,0 - 0
488,Chè Xuân Trang - Lê Duẩn,"31 Lê Duẩn, Quận Hải Châu, Đà Nẵng",09:00 - 23:00,10.000 - 33.000
489,Ông Phú Đạt - Bánh Mì Heo Nướng Lu - Nguyễn Duy Hiệu,"128 Nguyễn Duy Hiệu, P. An Hải Đông, Quận Sơn Trà, Đà Nẵng",,0 - 0
490,Trình Cà Phê - Phạm Hồng Thái,"25 Phạm Hồng Thái, P. Hải Châu 1, Quận Hải Châu, Đà Nẵng",06:30 - 23:59,15.000 - 35.000
491,Phố Ốc - Hải Sản Tươi Sống,"100 Lê Đình Lý, P. Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",00:00 - 01:00 | 15:00 - 23:59,45.000 - 100.000
492,Cháo Ếch Singapore - Ông Nhí - 221 Lê Thanh Nghị,"221 Lê Thanh Nghị, P. Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",00:00 - 23:59,0 - 0
