brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination
Vietnam Airlines,1.073.605 VND/khách,06:00,10-12-2025,07:15,10-12-2025,1h 15m,HAN,HUI
VietJet Air,678.150 VND/khách,10:10,10-12-2025,11:20,10-12-2025,1h 10m,HAN,HUI
Vietnam Airlines,1.073.605 VND/khách,20:05,10-12-2025,21:25,10-12-2025,1h 20m,HAN,HUI
Vietnam Airlines,1.187.035 VND/khách,20:05,10-12-2025,21:15,10-12-2025,1h 10m,HAN,HUI
Vietnam Airlines,1.225.840 VND/khách,17:00,10-12-2025,18:15,10-12-2025,1h 15m,HAN,HUI
Vietnam Airlines,1.400.960 VND/khách,16:30,10-12-2025,17:45,10-12-2025,1h 15m,HAN,HUI
Vietnam Airlines,2.634.747 VND/khách,20:05,10-12-2025,21:15,10-12-2025,1h 10m,HAN,HUI
Vietnam Airlines,2.634.747 VND/khách,06:00,10-12-2025,07:15,10-12-2025,1h 15m,HAN,HUI
Vietnam Airlines,2.634.747 VND/khách,16:30,10-12-2025,17:45,10-12-2025,1h 15m,HAN,HUI
Vietnam Airlines,2.634.747 VND/khách,17:00,10-12-2025,18:15,10-12-2025,1h 15m,HAN,HUI
