brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination
Vietravel Airlines,755.370 VND/khách,06:25,10-12-2025,07:45,10-12-2025,1h 20m,HAN,DAD
Bamboo Airways,809.980 VND/khách,16:15,10-12-2025,17:40,10-12-2025,1h 25m,HAN,DAD
Bamboo Airways,896.978 VND/khách,11:50,10-12-2025,13:15,10-12-2025,1h 25m,HAN,DAD
VietJet Air,900.409 VND/khách,05:55,10-12-2025,07:10,10-12-2025,1h 15m,HAN,DAD
VietJet Air,900.409 VND/khách,09:30,10-12-2025,10:50,10-12-2025,1h 20m,HAN,DAD
VietJet Air,900.409 VND/khách,09:55,10-12-2025,11:15,10-12-2025,1h 20m,HAN,DAD
VietJet Air,900.409 VND/khách,10:30,10-12-2025,11:50,10-12-2025,1h 20m,HAN,DAD
VietJet Air,900.409 VND/khách,16:25,10-12-2025,17:45,10-12-2025,1h 20m,HAN,DAD
VietJet Air,900.409 VND/khách,19:05,10-12-2025,20:25,10-12-2025,1h 20m,HAN,DAD
VietJet Air,900.409 VND/khách,19:45,10-12-2025,21:05,10-12-2025,1h 20m,HAN,DAD
