brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination
Vietnam Airlines,1.108.430 VND/khách,08:45,09-12-2025,09:50,09-12-2025,1h 5m,HAN,VDH
VietJet Air,3.831.179 VND/khách,19:15,09-12-2025,07:05,09-12-2025,11h 50m,HAN,VDH
VietJet Air,3.868.204 VND/khách,16:00,09-12-2025,07:05,09-12-2025,15h 5m,HAN,VDH
VietJet Air,3.868.204 VND/khách,15:55,09-12-2025,07:05,09-12-2025,15h 10m,HAN,VDH
VietJet Air,3.868.204 VND/khách,15:35,09-12-2025,07:05,09-12-2025,15h 30m,HAN,VDH
VietJet Air,3.868.204 VND/khách,08:55,09-12-2025,07:05,09-12-2025,22h 10m,HAN,VDH
VietJet Air,3.868.204 VND/khách,08:40,09-12-2025,07:05,09-12-2025,22h 25m,HAN,VDH
VietJet Air,3.868.204 VND/khách,05:10,09-12-2025,07:05,09-12-2025,25h 55m,HAN,VDH
VietJet Air,3.868.204 VND/khách,05:00,09-12-2025,07:05,09-12-2025,26h 5m,HAN,VDH
VietJet Air,3.981.537 VND/khách,23:40,09-12-2025,07:05,09-12-2025,7h 25m,HAN,VDH
