brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination
"Vietravel Airlines, Vietnam Airlines",2.034.420 VND/khách,18:55,08-12-2025,08:40,08-12-2025,13h 45m,DAD,VCL
"Bamboo Airways, Vietnam Airlines",2.063.168 VND/khách,18:20,08-12-2025,08:40,08-12-2025,14h 20m,DAD,VCL
Vietnam Airlines,2.120.395 VND/khách,22:55,08-12-2025,08:40,08-12-2025,9h 45m,DAD,VCL
"Vietravel Airlines, Vietnam Airlines",2.235.390 VND/khách,08:30,08-12-2025,08:40,08-12-2025,24h 10m,DAD,VCL
"VietJet Air, Vietnam Airlines",2.298.027 VND/khách,22:40,08-12-2025,08:40,08-12-2025,10h 0m,DAD,VCL
Vietnam Airlines,2.373.125 VND/khách,18:05,08-12-2025,08:40,08-12-2025,14h 35m,DAD,VCL
Vietnam Airlines,2.373.125 VND/khách,17:30,08-12-2025,08:40,08-12-2025,15h 10m,DAD,VCL
